Area_Name,Year,Group_Name,K_A_Cases_Reported,K_A_Female_10_15_Years,K_A_Female_15_18_Years,K_A_Female_18_30_Years,K_A_Female_30_50_Years,K_A_Female_Above_50_Years,K_A_Female_Total,K_A_Female_Upto_10_Years,K_A_Grand_Total,K_A_Male_10_15_Years,K_A_Male_15_18_Years,K_A_Male_18_30_Years,K_A_Male_30_50_Years,K_A_Male_Above_50_Years,K_A_Male_Total,K_A_Male_Upto_10_Years
Uttar Pradesh,2006,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2006,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2006,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2006,Kidnap - For Selling Bodyparts,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Gujarat,2006,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2006,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2006,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2006,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2006,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2006,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2006,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2006,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2006,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2006,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2006,Kidnap - For Slavery,57,0,0,0,0,0,0,0,57,0,0,57,0,0,57,0
Chhattisgarh,2006,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2006,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2006,Kidnap - For Slavery,16,0,0,2,0,0,2,0,16,0,6,8,0,0,14,0
Karnataka,2006,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2006,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2006,Kidnap - For Slavery,6,0,0,0,0,0,0,0,6,0,0,0,5,0,6,1
Manipur,2006,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2006,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Kidnap - For Slavery,3,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0
Sikkim,2006,Kidnap - For Slavery,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Tamil Nadu,2006,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Kidnap - For Slavery,26,0,0,0,0,0,0,0,26,0,3,17,6,0,26,0
West Bengal,2006,Kidnap - For Slavery,4,0,3,0,0,0,3,0,4,1,0,0,0,0,1,0
Andhra Pradesh,2006,Kidnap - For Unlawful Activity,96,0,0,6,10,0,16,0,96,0,0,52,28,0,80,0
Arunachal Pradesh,2006,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Kidnap - For Unlawful Activity,126,0,0,0,0,0,0,0,126,0,0,100,26,0,126,0
Bihar,2006,Kidnap - For Unlawful Activity,57,0,0,20,12,0,32,0,57,0,0,20,5,0,25,0
Chhattisgarh,2006,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2006,Kidnap - For Unlawful Activity,3,0,0,0,0,0,1,1,3,0,0,0,0,0,2,2
Gujarat,2006,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2006,Kidnap - For Unlawful Activity,21,2,0,4,0,0,7,1,22,0,1,1,6,5,15,2
Himachal Pradesh,2006,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Kidnap - For Unlawful Activity,8,0,0,0,0,0,0,0,8,0,0,8,0,0,8,0
Jharkhand,2006,Kidnap - For Unlawful Activity,4,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0
Karnataka,2006,Kidnap - For Unlawful Activity,46,0,0,27,0,0,27,0,46,0,0,10,5,4,19,0
Madhya Pradesh,2006,Kidnap - For Unlawful Activity,9,0,0,0,0,0,1,1,9,2,1,2,2,0,8,1
Maharashtra,2006,Kidnap - For Unlawful Activity,26,2,8,0,1,0,13,2,28,0,0,7,8,0,15,0
Manipur,2006,Kidnap - For Unlawful Activity,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Meghalaya,2006,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2006,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Kidnap - For Unlawful Activity,25,1,1,14,0,0,16,0,25,0,0,7,2,0,9,0
Tamil Nadu,2006,Kidnap - For Unlawful Activity,15,0,0,8,1,0,9,0,15,0,1,3,1,1,6,0
Uttar Pradesh,2006,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2006,Kidnap - For Unlawful Activity,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
West Bengal,2006,Kidnap - For Unlawful Activity,110,0,1,0,0,0,1,0,110,0,0,105,4,0,109,0
Andhra Pradesh,2007,Kidnap - For Adoption,5,0,0,2,0,0,2,0,5,1,0,1,0,0,3,1
Arunachal Pradesh,2007,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2007,Kidnap - For Adoption,62,0,0,0,0,0,0,0,62,7,8,38,3,0,62,6
Chhattisgarh,2007,Kidnap - For Adoption,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Gujarat,2007,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2007,Kidnap - For Adoption,2,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0
Himachal Pradesh,2007,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Kidnap - For Adoption,2,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0
Karnataka,2007,Kidnap - For Adoption,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0
Kerala,2007,Kidnap - For Adoption,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Madhya Pradesh,2007,Kidnap - For Adoption,8,0,6,2,0,0,8,0,8,0,0,0,0,0,0,0
Maharashtra,2007,Kidnap - For Adoption,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Manipur,2007,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2007,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2007,Kidnap - For Adoption,40,2,0,33,2,0,37,0,40,0,0,3,0,0,3,0
Puducherry,2007,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2007,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2007,Kidnap - For Adoption,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Tamil Nadu,2007,Kidnap - For Adoption,6,0,0,3,3,0,6,0,6,0,0,0,0,0,0,0
West Bengal,2007,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,Kidnap - For Begging,6,1,0,0,0,0,1,0,6,0,0,4,0,0,5,1
Arunachal Pradesh,2007,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2007,Kidnap - For Begging,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Chhattisgarh,2007,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2007,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2007,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2007,Kidnap - For Begging,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Karnataka,2007,Kidnap - For Begging,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Kerala,2007,Kidnap - For Begging,2,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1
Madhya Pradesh,2007,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2007,Kidnap - For Begging,1,0,0,0,0,0,1,1,3,0,2,0,0,0,2,0
Manipur,2007,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2007,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2007,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2007,Kidnap - For Begging,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Tamil Nadu,2007,Kidnap - For Begging,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
West Bengal,2007,Kidnap - For Begging,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Andhra Pradesh,2007,Kidnap - For Camel Racing,3,0,0,1,2,0,3,0,3,0,0,0,0,0,0,0
Arunachal Pradesh,2007,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2007,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2007,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2007,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2007,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2007,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2007,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2007,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2007,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2007,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2007,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2007,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2007,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,Kidnap - For Illicit Intercourse,228,44,79,62,36,3,224,0,226,0,2,0,0,0,2,0
Arunachal Pradesh,2007,Kidnap - For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,Kidnap - For Illicit Intercourse,119,0,0,71,48,0,119,0,119,0,0,0,0,0,0,0
Bihar,2007,Kidnap - For Illicit Intercourse,57,10,24,22,1,0,57,0,57,0,0,0,0,0,0,0
Chhattisgarh,2007,Kidnap - For Illicit Intercourse,23,8,14,1,0,0,23,0,23,0,0,0,0,0,0,0
Delhi,2007,Kidnap - For Illicit Intercourse,35,6,10,9,8,0,35,2,35,0,0,0,0,0,0,0
Goa,2007,Kidnap - For Illicit Intercourse,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Gujarat,2007,Kidnap - For Illicit Intercourse,180,22,40,84,10,0,159,3,181,0,8,9,4,0,22,1
Haryana,2007,Kidnap - For Illicit Intercourse,111,3,6,100,1,0,111,1,111,0,0,0,0,0,0,0
Himachal Pradesh,2007,Kidnap - For Illicit Intercourse,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Kidnap - For Illicit Intercourse,281,4,0,246,34,0,284,0,284,0,0,0,0,0,0,0
Jharkhand,2007,Kidnap - For Illicit Intercourse,69,0,1,24,3,0,28,0,69,0,3,33,5,0,41,0
Karnataka,2007,Kidnap - For Illicit Intercourse,3,0,0,2,1,0,3,0,3,0,0,0,0,0,0,0
Kerala,2007,Kidnap - For Illicit Intercourse,17,2,7,8,0,0,17,0,17,0,0,0,0,0,0,0
Madhya Pradesh,2007,Kidnap - For Illicit Intercourse,61,7,18,34,3,0,62,0,62,0,0,0,0,0,0,0
Maharashtra,2007,Kidnap - For Illicit Intercourse,22,5,4,11,1,0,23,2,24,0,0,1,0,0,1,0
Manipur,2007,Kidnap - For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Kidnap - For Illicit Intercourse,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0
Mizoram,2007,Kidnap - For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Kidnap - For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2007,Kidnap - For Illicit Intercourse,126,9,11,98,9,0,127,0,127,0,0,0,0,0,0,0
Punjab,2007,Kidnap - For Illicit Intercourse,32,4,9,16,4,0,33,0,33,0,0,0,0,0,0,0
Rajasthan,2007,Kidnap - For Illicit Intercourse,30,1,0,27,1,0,29,0,30,0,1,0,0,0,1,0
Tamil Nadu,2007,Kidnap - For Illicit Intercourse,62,2,9,28,15,0,57,3,57,0,0,0,0,0,0,0
Uttar Pradesh,2007,Kidnap - For Illicit Intercourse,1018,46,211,616,145,0,1018,0,1018,0,0,0,0,0,0,0
Uttarakhand,2007,Kidnap - For Illicit Intercourse,8,1,1,6,0,0,8,0,8,0,0,0,0,0,0,0
West Bengal,2007,Kidnap - For Illicit Intercourse,164,0,3,140,16,5,164,0,164,0,0,0,0,0,0,0
Andhra Pradesh,2007,Kidnap - For Marriage,705,101,209,304,27,1,643,1,706,0,2,55,4,0,63,2
Arunachal Pradesh,2007,Kidnap - For Marriage,35,0,0,35,0,0,35,0,35,0,0,0,0,0,0,0
Assam,2007,Kidnap - For Marriage,1249,0,29,635,585,0,1249,0,1249,0,0,0,0,0,0,0
Bihar,2007,Kidnap - For Marriage,1122,16,221,790,65,0,1092,0,1122,0,0,14,16,0,30,0
Chandigarh,2007,Kidnap - For Marriage,44,14,20,10,0,0,44,0,44,0,0,0,0,0,0,0
Chhattisgarh,2007,Kidnap - For Marriage,121,13,29,44,34,0,121,1,121,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2007,Kidnap - For Marriage,6,0,5,1,0,0,6,0,6,0,0,0,0,0,0,0
Delhi,2007,Kidnap - For Marriage,278,35,166,74,2,0,277,0,278,0,0,1,0,0,1,0
Goa,2007,Kidnap - For Marriage,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0
Gujarat,2007,Kidnap - For Marriage,783,91,221,391,46,1,752,2,781,0,2,24,3,0,29,0
Haryana,2007,Kidnap - For Marriage,351,6,6,326,6,0,344,0,352,0,8,0,0,0,8,0
Himachal Pradesh,2007,Kidnap - For Marriage,128,21,50,52,4,0,127,0,129,1,1,0,0,0,2,0
Jammu & Kashmir,2007,Kidnap - For Marriage,370,0,2,284,84,0,370,0,370,0,0,0,0,0,0,0
Jharkhand,2007,Kidnap - For Marriage,413,2,0,281,63,0,346,0,413,0,1,43,21,2,67,0
Karnataka,2007,Kidnap - For Marriage,113,1,25,83,1,0,110,0,113,0,0,2,0,1,3,0
Kerala,2007,Kidnap - For Marriage,67,1,24,42,0,0,67,0,67,0,0,0,0,0,0,0
Madhya Pradesh,2007,Kidnap - For Marriage,432,48,101,250,27,0,438,12,438,0,0,0,0,0,0,0
Maharashtra,2007,Kidnap - For Marriage,671,85,283,298,5,0,673,2,675,0,1,1,0,0,2,0
Manipur,2007,Kidnap - For Marriage,69,9,28,30,2,0,69,0,69,0,0,0,0,0,0,0
Meghalaya,2007,Kidnap - For Marriage,10,0,3,7,0,0,10,0,10,0,0,0,0,0,0,0
Mizoram,2007,Kidnap - For Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Kidnap - For Marriage,2,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0
Odisha,2007,Kidnap - For Marriage,309,1,5,285,15,0,306,0,306,0,0,0,0,0,0,0
Puducherry,2007,Kidnap - For Marriage,13,0,9,4,0,0,13,0,13,0,0,0,0,0,0,0
Punjab,2007,Kidnap - For Marriage,446,64,155,231,1,0,454,3,454,0,0,0,0,0,0,0
Rajasthan,2007,Kidnap - For Marriage,1114,58,236,644,167,4,1114,5,1114,0,0,0,0,0,0,0
Sikkim,2007,Kidnap - For Marriage,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0
Tamil Nadu,2007,Kidnap - For Marriage,838,22,112,672,30,0,836,0,840,0,0,2,2,0,4,0
Tripura,2007,Kidnap - For Marriage,71,5,6,46,14,0,71,0,71,0,0,0,0,0,0,0
Uttar Pradesh,2007,Kidnap - For Marriage,2239,49,522,1375,293,0,2239,0,2239,0,0,0,0,0,0,0
Uttarakhand,2007,Kidnap - For Marriage,190,12,16,128,34,0,190,0,190,0,0,0,0,0,0,0
West Bengal,2007,Kidnap - For Marriage,661,4,32,607,18,0,661,0,661,0,0,0,0,0,0,0
Andhra Pradesh,2007,Kidnap - For Prostitution,34,1,9,23,0,0,33,0,35,0,0,2,0,0,2,0
Arunachal Pradesh,2007,Kidnap - For Prostitution,4,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0
Assam,2007,Kidnap - For Prostitution,44,0,0,34,10,0,44,0,44,0,0,0,0,0,0,0
Bihar,2007,Kidnap - For Prostitution,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Chhattisgarh,2007,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2007,Kidnap - For Prostitution,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Gujarat,2007,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2007,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2007,Kidnap - For Prostitution,7,0,3,2,2,0,7,0,7,0,0,0,0,0,0,0
Karnataka,2007,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2007,Kidnap - For Prostitution,2,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0
Madhya Pradesh,2007,Kidnap - For Prostitution,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Maharashtra,2007,Kidnap - For Prostitution,52,9,85,58,3,0,155,0,155,0,0,0,0,0,0,0
Manipur,2007,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2007,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2007,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2007,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2007,Kidnap - For Prostitution,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Uttarakhand,2007,Kidnap - For Prostitution,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0
West Bengal,2007,Kidnap - For Prostitution,164,8,12,142,2,0,164,0,164,0,0,0,0,0,0,0
Andhra Pradesh,2007,Kidnap - For Ransom,21,0,0,3,0,0,4,1,21,1,0,3,7,2,17,4
Arunachal Pradesh,2007,Kidnap - For Ransom,8,2,0,2,0,0,4,0,8,0,0,0,4,0,4,0
Assam,2007,Kidnap - For Ransom,37,0,0,16,4,0,20,0,37,0,0,11,6,0,17,0
Bihar,2007,Kidnap - For Ransom,81,0,1,2,0,0,3,0,81,10,11,39,9,2,78,7
Chandigarh,2007,Kidnap - For Ransom,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Chhattisgarh,2007,Kidnap - For Ransom,4,0,0,0,0,0,0,0,4,0,0,1,1,0,4,2
Delhi,2007,Kidnap - For Ransom,24,0,0,0,1,0,1,0,24,1,5,1,0,0,23,16
Gujarat,2007,Kidnap - For Ransom,29,2,0,2,0,0,5,1,34,0,1,15,6,1,29,6
Haryana,2007,Kidnap - For Ransom,11,0,0,0,0,0,0,0,11,1,0,3,1,0,11,6
Himachal Pradesh,2007,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2007,Kidnap - For Ransom,86,0,0,2,0,0,2,0,86,4,9,26,34,9,84,2
Karnataka,2007,Kidnap - For Ransom,14,0,0,0,0,0,1,1,14,0,0,3,5,1,13,4
Kerala,2007,Kidnap - For Ransom,10,0,0,1,0,0,1,0,10,0,1,2,4,2,9,0
Madhya Pradesh,2007,Kidnap - For Ransom,60,0,0,0,0,0,0,0,83,7,3,38,26,6,83,3
Maharashtra,2007,Kidnap - For Ransom,29,1,0,1,0,1,3,0,29,4,3,10,4,0,26,5
Manipur,2007,Kidnap - For Ransom,5,0,0,0,0,0,0,0,7,0,0,0,4,3,7,0
Meghalaya,2007,Kidnap - For Ransom,2,0,0,0,0,0,0,0,2,1,0,0,1,0,2,0
Mizoram,2007,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Kidnap - For Ransom,2,1,0,0,0,0,1,0,2,0,0,0,1,0,1,0
Odisha,2007,Kidnap - For Ransom,2,0,1,0,0,0,1,0,2,0,0,0,1,0,1,0
Puducherry,2007,Kidnap - For Ransom,2,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0
Punjab,2007,Kidnap - For Ransom,10,0,0,1,0,0,2,1,10,1,0,1,2,0,8,4
Rajasthan,2007,Kidnap - For Ransom,8,0,0,0,0,0,0,0,8,2,0,3,2,1,8,0
Tamil Nadu,2007,Kidnap - For Ransom,3,0,0,0,0,0,0,0,3,0,0,2,0,0,3,1
Tripura,2007,Kidnap - For Ransom,26,0,0,0,0,0,0,0,59,0,0,32,24,3,59,0
Uttar Pradesh,2007,Kidnap - For Ransom,84,1,1,0,0,0,2,0,87,19,9,40,12,1,85,4
Uttarakhand,2007,Kidnap - For Ransom,2,1,0,0,0,0,1,0,2,0,0,0,0,0,1,1
West Bengal,2007,Kidnap - For Ransom,23,0,0,3,0,0,3,0,23,2,1,11,2,1,20,3
Andhra Pradesh,2007,Kidnap - For Revenge,32,1,0,5,0,1,11,4,43,1,0,18,3,7,32,3
Arunachal Pradesh,2007,Kidnap - For Revenge,6,1,0,0,0,0,1,0,6,0,0,5,0,0,5,0
Assam,2007,Kidnap - For Revenge,15,0,0,4,6,0,10,0,15,0,0,5,0,0,5,0
Bihar,2007,Kidnap - For Revenge,48,0,0,0,0,0,0,0,48,0,0,41,4,2,48,1
Chhattisgarh,2007,Kidnap - For Revenge,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Gujarat,2007,Kidnap - For Revenge,17,0,0,1,1,0,2,0,17,0,0,9,5,0,15,1
